reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
23e68942-0b9e-4b32-ac8c-c5935a946f9d,Muhammad Saleh,https://play-lh.googleusercontent.com/a-/ALV-UjXaacGpLBbSQ96zKz0f5IwuKZD3NaUfiYl0RBF7ycE4AA,"Pelayanan yang sangat bagus,dan luar biasa untuk aplikasinya sangat mudah diakses.",5,0,4.7.0,2024-02-07 15:19:11,,,4.7.0
746f72c9-6c2c-4372-bd8e-fbb3c8fcf531,Abyan Nufail,https://play-lh.googleusercontent.com/a-/ALV-UjV4dkazG7gfQ3p47TPnsAU0pSbbRRJq3Vs6PIwPUC_v588,Menu informasi mudah dipahami,5,0,4.7.0,2024-02-07 15:17:00,,,4.7.0
e645abd1-9063-436c-a488-b4980ce5ecd6,Nani Ayundia,https://play-lh.googleusercontent.com/a-/ALV-UjUvqjYnalf0_KU8WbaiAcLBfwlajCuKLcWORXP4QrHxZmk,Bagus..sangat membantu,5,0,4.5.3,2024-02-07 15:16:17,,,4.5.3
8a5aa02a-02ab-4eb9-a268-d6726c725a91,Lunov banda,https://play-lh.googleusercontent.com/a-/ALV-UjVIJ8KLQbDA2taaCVbg6tec3pYCGrjO4xhF2qDLLTsK,Keren,5,0,4.7.0,2024-02-07 15:01:58,,,4.7.0
a54fe191-680c-409b-9e8e-cb60c2f46013,Nuralaiha Alaiha,https://play-lh.googleusercontent.com/a-/ALV-UjVINApbxekD-4B9CD_xbAxWVsTv7KTC3KwbFgFOP25YZQ,Ok,5,0,,2024-02-07 14:50:36,,,
8f7c490a-e1a8-4ac3-94e7-0d97a75f6fa3,bang ridd,https://play-lh.googleusercontent.com/a-/ALV-UjWixhZtt-4Um3a5dzsLPLEknvtbxmQlj9F9koGObRj-87U,Dengan adanya mobile JKN ini sangat mempermudah proses berobat,5,0,4.7.0,2024-02-07 14:49:57,,,4.7.0
592ee152-374f-4c84-94be-68d375e19652,Darmawan Pujisetyadi,https://play-lh.googleusercontent.com/a-/ALV-UjVrFGLnWwFP1bPzrfpzHYgugqTZTRZxbPRpqnSg4Lm4yHc,"Tidak ada termaintenace dgn baik. Banyak menu yg tak berfungsi normal. Bug muncul setiap mau lihat info faskes ""cek gps anda"". Sehingga tidak bisa digunakan untuk pindah faskes. Padahal fungsi gps di aplikasi yg lain normal dan terdeteksi. Sangatsangat di sayangkan, sekelas aplikasi negara yg menguruai hajat hidup orang banyak tidak memberikan fungsi kewajibanya. Bertentangan dengan undang-undang dasar negara. Jika tidak dilakukan perbaikan dgn segera, takut ada azab yg besar menanti.",2,0,4.7.0,2024-02-07 14:33:56,,,4.7.0
030c715e-ad37-4b27-9e89-babfa721d62b,edy harliyanto,https://play-lh.googleusercontent.com/a/ACg8ocLoOUHyuN130nbqVcJgn6OuQYsoCvBAdvewKxmOtCtC=mo,Sangat membantu,5,0,4.4.0,2024-02-07 14:32:37,,,4.4.0
c8779ae0-da51-4de3-850e-1cbb666293db,Maha,https://play-lh.googleusercontent.com/a/ACg8ocLoUp82NgF3-InEIZIlwwCn8_EPTKGxJvfYRJqHjDXMGQ=mo,Bagus,5,0,4.7.0,2024-02-07 14:25:47,,,4.7.0
1846084a-62be-47a0-9efd-1cbb83f632db,Nugroho KP,https://play-lh.googleusercontent.com/a-/ALV-UjWbxHi77rVy31BtCiOiXCCUiiwyDmB2inp8GWUlAxHlQFAP,sangat membantu,5,0,4.7.0,2024-02-07 14:22:49,,,4.7.0
a4171f48-47a7-4c84-abe3-8335dd2febbc,Kang Jmono,https://play-lh.googleusercontent.com/a-/ALV-UjVhF0V5MDiol1D2Ey7ehx3TRnXNaVCuXY0SzE7eBwa2xZ0,Gampang cara pengoperasiannya,5,0,4.7.0,2024-02-07 14:21:59,,,4.7.0
6cb1c062-3ec1-4cf4-b45d-d8399f3621a7,giri ryan,https://play-lh.googleusercontent.com/a-/ALV-UjU1TxhI0ZHI85cg61lVqDqjCfmzbW2l0j026GCqa8t1W55M,Sangat membantu dalam urusan perubahan data peserta ataupun keperluan lainnya...,5,0,4.7.0,2024-02-07 14:19:49,,,4.7.0
97749bd1-dbcf-492a-8e79-50192a978bef,Pete Jagalano,https://play-lh.googleusercontent.com/a/ACg8ocKpMKonXl8TZZVlD2BUI1j99s3AtDZoSqNKzWru_GCk=mo,Lumayan,4,0,4.5.3,2024-02-07 14:12:22,,,4.5.3
f88f5b71-86f2-4e74-9d62-9dd529f567f6,Awing Syaripudin,https://play-lh.googleusercontent.com/a/ACg8ocLuArvdY-Gld_UcxSJ6e3I1OgQQ3QozHGDFKOon4kcR=mo,Mantap,5,0,,2024-02-07 13:54:26,,,
799d8c17-8ba1-46e2-b537-8f9ffa823c8e,Kang Sakum,https://play-lh.googleusercontent.com/a-/ALV-UjXW_1ubw-Tu_uB5-giKR6I3I-BywrFTImcrugR6X9HpNw4,Alhamdulillah hadirnya aplikasi Mobile JKN semuanya jadi mudah dalam urusan berobat..,5,0,4.7.0,2024-02-07 13:52:00,,,4.7.0
b95286ec-c60f-4aa9-8e2c-0228242e7ba3,Bang Boy,https://play-lh.googleusercontent.com/a/ACg8ocLqpYscipQuotb0zBWsSvdOYMsXTOcN1YYIwJ0t_avv=mo,"Sangat,, membantu sekali.. 🙏",5,0,4.7.0,2024-02-07 13:50:52,,,4.7.0
f76c2711-29f8-4954-8ac9-7ecd0f5a814d,Vincent Co69,https://play-lh.googleusercontent.com/a-/ALV-UjXvPIidk3GEmKYcl9PLOkOuKz9V7hEFIrNTZwJ65Lb5M7As,Good,5,0,4.7.0,2024-02-07 13:42:13,,,4.7.0
849dbc5a-f913-4a10-962c-c8f01a5c5cca,Marshell Distanata,https://play-lh.googleusercontent.com/a-/ALV-UjXEAiqG_Z-O7xg6XdVAcodh_UUeZhBCDsY4kJynzF--F7I,"Kenapa di aoutodebit sudah keotong ttp di mobile jkn pemberitahuannya blm iuran kan tdk singkron bgt , tolong tingkatkan LG dan teliti",3,0,4.7.0,2024-02-07 13:41:03,,,4.7.0
75997510-8ff0-4c6d-bc84-8f785b8629fe,Bagus Hilman,https://play-lh.googleusercontent.com/a/ACg8ocKC_roYPxiS19o3cipJ0lCuESz9vGKCmtUI_C4pN_Gj=mo,Terkadang langsung acc,5,0,4.7.0,2024-02-07 13:36:25,,,4.7.0
a3cae4c8-1a13-4a58-b6e6-6bc7daa0a053,Ari Anto,https://play-lh.googleusercontent.com/a/ACg8ocLwXWN5Ulbwow_sarbdOTPDVCo0P5tAkwB_je3J_l5d=mo,Mantap. Jadi semakin mudah,5,0,4.7.0,2024-02-07 13:27:22,,,4.7.0
c0f59459-71cd-405e-bbb4-1bd2927b3374,Fachrizal Septian,https://play-lh.googleusercontent.com/a-/ALV-UjUCG7KK0CiPI-1ie8Ljxi3AlllvsNWFijC7hljnQslxo7s,kalo sinyal lagi bagus cepet tanggapinya,5,0,4.7.0,2024-02-07 13:23:30,,,4.7.0
0028a866-d403-4484-80c6-b848b89dfdbf,Dimass AlFatih,https://play-lh.googleusercontent.com/a-/ALV-UjW3nxOkUcA2_qQ138XzpNq69qJVvOGau29RCYm1SVd3riw,Jelek amat ini apk,1,0,,2024-02-07 13:21:17,,,
c0839a56-a07b-405d-93fc-aa565c79a175,Abdul Said,https://play-lh.googleusercontent.com/a/ACg8ocJxV-fSu2P2EYTjurMfzEb6o_XrHKQM8CoVdRO6M5sK=mo,tidak bisa root,1,0,,2024-02-07 13:16:39,,,
d496afe5-2ec5-4d98-b48b-048f9db7ea46,Muhammad Rizki Alfi Wijaya,https://play-lh.googleusercontent.com/a-/ALV-UjXBBgmreiEpfW5LflAdeZtiu6oTPBj0-GcIdI1GOnrAPHY,Aplikasi tidak bisa di buka pada emulator bukan nya membantu malah bikin ribet,1,0,4.7.0,2024-02-07 13:04:49,,,4.7.0
2ff03cef-07e2-4540-b9c3-2ed0fef99009,AHMAD ALIMUSODIK,https://play-lh.googleusercontent.com/a/ACg8ocJKdp4U6QAeTebLzOWj_vDfBSpBglEcDIoEd4vvcWDH=mo,Saya Sudah Ada Surat Rujukan Tapi Tdk Kedaftar diAntrean ya ?!?,5,0,,2024-02-07 13:04:21,,,
71c1e5b9-9f3a-4836-963e-2dfe9fe477e8,Yanah Yanah,https://play-lh.googleusercontent.com/a/ACg8ocIO1Crey_ATGPj2pklxesSFhKMHQkWEH-H4zodECeye=mo,Aplikasinya bagus trima kasih,5,0,4.7.0,2024-02-07 13:01:42,,,4.7.0
e511a1fd-5865-43eb-96eb-e930d1d18f2e,Adli Fairuz,https://play-lh.googleusercontent.com/a-/ALV-UjUgjDTcgCxMef0g0WwL61yFwrl9KoE7fz83D4-tSOMn5XU,Yg terbaik dari yg terbaik best of the best,5,0,4.6.0,2024-02-07 12:59:23,,,4.6.0
4a07c96d-c93d-4bcc-8bfc-aa196bfc8711,Ichsan Kurniawan,https://play-lh.googleusercontent.com/a-/ALV-UjWDRQhSZc857n5TomGOhNrK2vgnd6pV_lO_LQmnOD3uOrs,"Lemot dan telat update terus, suka ngelag dan susah login",1,0,,2024-02-07 12:51:18,,,
d3289193-892a-448c-9e08-10cc6d10d2b3,Imam Sobari,https://play-lh.googleusercontent.com/a-/ALV-UjX7gnVfm9l0Y-h53CXov0elzJZHaFLdzklzBgr40eSmjg,Senang sekali responsif apl nya,5,0,4.7.0,2024-02-07 12:47:25,,,4.7.0
ae678a18-f83f-454e-b5b1-970df5deaa3d,Agung Laksono,https://play-lh.googleusercontent.com/a-/ALV-UjUPJoOM92clVKDKYGNZFZ07E46AeesK4axYg906hdygce0,Kami butuh aplikasi ini,5,0,4.7.0,2024-02-07 12:44:32,,,4.7.0
f9549b87-726e-4b59-ae8d-0f71f478961c,Intan Elsa,https://play-lh.googleusercontent.com/a-/ALV-UjWmB9Ux4Ic4ZNxlJeVQnMmYoN86N9pHFp4j6jt_rM3E3w,Terima kasih,5,0,4.7.0,2024-02-07 12:40:39,,,4.7.0
b83c107d-d562-4da4-8597-0d8284b2ec0e,RIZQY Zain,https://play-lh.googleusercontent.com/a/ACg8ocIe-U2xzqz1odu2S74Y-hVSF53DmthaiRtKUrpCnt6n=mo,"Aplikasi mantap,mempermudah",5,0,4.7.0,2024-02-07 12:24:27,,,4.7.0
56c6d566-f9d9-4f2d-9a31-7f5368a2dabb,ida ayu,https://play-lh.googleusercontent.com/a-/ALV-UjVpXFJrNXWCoN0FZ2XCuxAMRGY7PavFCdab_L7fv59Dvg,sulit banget ngeselin bolak balik masukin data dblg salah mulu,1,0,4.7.0,2024-02-07 12:22:18,,,4.7.0
7a4e3186-35e5-455a-9e1d-0552a067122a,Sainem 354,https://play-lh.googleusercontent.com/a/ACg8ocJJWuEMPscftrIjUavj6ryJSIZ_abU1UbtbZC6QWaj_=mo,Mantap,5,0,4.7.0,2024-02-07 12:20:32,,,4.7.0
a9b26297-6392-404e-b887-882def02cfb0,Karyono Yono,https://play-lh.googleusercontent.com/a-/ALV-UjU-LclcHm2SMNlIBwdOhVEh65755f8SU9nNAZnLynhUHEY,Bagus aplikasinya trima kasih,5,0,4.7.0,2024-02-07 12:15:00,,,4.7.0
79d41cfa-13e7-4846-865c-06c15dd82d94,Badruz Zaman,https://play-lh.googleusercontent.com/a-/ALV-UjV_CnXFn-P6KxlwT88qdeBpvdZ4cDMGo6u5yXRJZwe1TXg,Sangat puas,5,0,4.6.0,2024-02-07 12:14:10,,,4.6.0
7be125cc-fe94-463c-af2b-bac914b4fd7f,BORIIEL,https://play-lh.googleusercontent.com/a-/ALV-UjUq5qY1OJiR9yuZ9zh_9WGIT-wnucw3Z-_tWW7ZCO1KOy4,"Gimana Mau Daftar Akun Baru , Nomer verivikasi lewat no hp gak ada ,,, di ciba ber ulang2 tetap gak ada notif verivikasinya.",3,0,4.7.0,2024-02-07 12:08:16,,,4.7.0
c10185c7-2bf2-4bc8-a57b-3e61eec94413,Aripin Swanto Purba,https://play-lh.googleusercontent.com/a-/ALV-UjXrrmg3mOm1VnCjmgxyl5Q3lHwF8aejl_GPHSxVvo9hDnk,Mantap,5,0,4.7.0,2024-02-07 12:02:00,,,4.7.0
10dc6662-ef95-4184-bfdc-e5eaa4fc1fba,Nia johor,https://play-lh.googleusercontent.com/a/ACg8ocIIBvthiy_Cet0a7OxnFpXYcorxrNyhuRVyZtkiek8Q=mo,Sangat baikk,5,0,4.7.0,2024-02-07 11:50:56,,,4.7.0
1e41346b-3d72-4a54-8161-c77b43ed47f3,Muchlason Arief,https://play-lh.googleusercontent.com/a/ACg8ocJ9TBTEv5FrCmDEcd-ROQYrEGttqtdfWANMLqr1m5kC=mo,Top,5,0,4.7.0,2024-02-07 11:50:02,,,4.7.0
560d6799-1124-4d12-a2c7-bd9287e098e2,Mghildantara Mghildantara,https://play-lh.googleusercontent.com/a/ACg8ocLB73XQJioMr8FSzoaic06nwvT9uWNDoRHFX8eudhOS=mo,Sangat membantu,5,0,4.7.0,2024-02-07 11:49:45,,,4.7.0
6b83dd9e-e040-4a4c-97ca-54a033ccd86a,Gus Ri,https://play-lh.googleusercontent.com/a-/ALV-UjW0TcLApS8zenq7v3oL-TOgngWKeDSCzWQUNBvJ0T37Tw,Alhamdulillah sangat membantu,5,0,4.7.0,2024-02-07 11:48:48,,,4.7.0
9eb632a1-f0b6-4f44-ba51-ff8e486c5f7b,Sotaro Zalukhu,https://play-lh.googleusercontent.com/a/ACg8ocJH_LqAXab9f_z3INb5Qf36AKNSsJ6Z_g8gm0KbYOzY=mo,sangat membantu,5,0,4.7.0,2024-02-07 11:36:29,,,4.7.0
b461c02b-157a-4177-9d8c-d9954eda39a9,Siti Munawaroh,https://play-lh.googleusercontent.com/a/ACg8ocJq4NtyQ131lxDNnqAzwsEy_j19ajNH3JcxYJshynNM=mo,"Tolong diperbaiki lagii apk nya, gabisa login teruss",1,0,4.7.0,2024-02-07 11:29:10,,,4.7.0
f843fd95-d471-4381-9100-03c864bedc4f,Yaman Yaman,https://play-lh.googleusercontent.com/a-/ALV-UjX02AjhZHH1tscaYcWQOeNhuyuR4J7vp48BCd3Ir1b_DQ,Ok,5,0,4.5.1,2024-02-07 11:28:39,,,4.5.1
1ac900a0-4d5a-4d96-9b6b-c78a607ffee6,Hp Tekang,https://play-lh.googleusercontent.com/a/ACg8ocLwwtbmyceAIA8x9mUOkFqrwlrnRxHwpA6pP1-gTfUQ=mo,"Tolong diperbaiki, masa setelah saya dpat no urutan 1, pas dicba untuk ngecek tiba tiba ngeblang terus..",2,0,,2024-02-07 11:22:44,,,
0327415a-b4c0-44ca-9ae6-2867900dd004,Adhitia Rinaldi,https://play-lh.googleusercontent.com/a-/ALV-UjXHRj_KxdEmZQPBc1wGpBpqMs5qj_vnWorJP3OmoT2bsQ,Lebih memudahkan dan semoga dapat membantu proses kedepannya,5,0,4.7.0,2024-02-07 11:22:12,,,4.7.0
2a464770-494e-4a74-a7b2-7b1cc88bf5fd,Dutun Ageng Nugraha,https://play-lh.googleusercontent.com/a-/ALV-UjU1ZhqjLr7FWQaKt5vCftWxrj_gZ3UnjUD8XJ7nTQ9xo_w,memudahkan masyarakat,5,0,4.7.0,2024-02-07 11:13:36,,,4.7.0
97a5c58b-db96-42f5-bcdd-651e6fb29785,Heronimus Ngarbingan,https://play-lh.googleusercontent.com/a/ACg8ocIDk7kg607ASvCAEXKPDIEbP-1bsOpmA6Zf0wfwOZoC=mo,Sangat mudah di gunakan,5,0,4.7.0,2024-02-07 11:11:05,,,4.7.0
3d9ac19a-52e2-4b19-8a61-896b8ab539ab,Samsi Yoga Komara,https://play-lh.googleusercontent.com/a-/ALV-UjU47PUUzYNeiehZbqfcUYgA6_McuJNmF1iqSVSCybr8pxA,aplikasi tidak bisa berjalan pada emulator,1,0,4.7.0,2024-02-07 11:03:43,,,4.7.0
41cb1f0b-79f1-49c1-a353-069d6f0035e9,Siti Julaeha,https://play-lh.googleusercontent.com/a/ACg8ocLH9-PqqYHpxEbszxlw4fO0mU_kzbz4k4_WwVBXswSq=mo,"Bagus program ini,mempermudah orang dalam melakukan cek kesehatan",5,0,4.7.0,2024-02-07 10:58:21,,,4.7.0
24913128-bf0e-4ecd-bc2a-b938fc42ac38,Marlina Biki,https://play-lh.googleusercontent.com/a/ACg8ocIdxW2dVmADudrP2GZQFOSPaUkNeZogIVwgwWnOoHNK=mo,Tidak bisa berjalan,1,0,4.7.0,2024-02-07 10:57:24,,,4.7.0
4e5f0662-1aa2-43b0-b79f-8ee9850d95d4,Dewi Nur,https://play-lh.googleusercontent.com/a/ACg8ocK15w3ZGzpbHzJFpX1IRkmyZPow5FCJOltwAcK-hPUQ=mo,"Memudahkan,tidak perlu datang kekantor bpjs",5,0,4.7.0,2024-02-07 10:39:24,,,4.7.0
8b3d2a62-70cf-487f-8607-40b64899d184,Pengky,https://play-lh.googleusercontent.com/a-/ALV-UjWprc-Z3kT2oyaNz69t1sPttjsN7HcR5YrBuD45SscqnkqF,Oke,5,0,4.7.0,2024-02-07 10:35:23,,,4.7.0
10eab19d-8f55-4b8b-8e8a-b1c3288ad889,Hambali Hasty,https://play-lh.googleusercontent.com/a-/ALV-UjVtyoZkSrqkohdR0SUHP1yao4IvW57bNAynxCBh2gqdIg,"Sangat membantu,,, pelayanan di faskes yang perlu ditingkatkan",5,0,4.7.0,2024-02-07 10:24:53,,,4.7.0
1a6a246e-a4cc-4ec0-b3eb-95e6fb2a0907,rista sunaryanti,https://play-lh.googleusercontent.com/a/ACg8ocIVzTUbZ43cnyCb89Yec0VABDk7H2Eky_ocs8uzBGat=mo,bagus gavloding,5,0,4.7.0,2024-02-07 10:22:53,,,4.7.0
13bf2b0d-e40d-47ad-bf10-9a0eacb31c09,roy suryo,https://play-lh.googleusercontent.com/a-/ALV-UjVoZAtE48YqvsbLhyBPHWOzdRcM0byGaS48tMJxoa7RkxQ,Ok,5,0,4.7.0,2024-02-07 10:01:23,,,4.7.0
dc722b80-9eec-4d16-8ae5-c10e5e0f8a0a,W Intan S,https://play-lh.googleusercontent.com/a/ACg8ocKedLlTSwTdouWbkinmcuHNswrna5RKfsto3QnacG3y=mo,Tolongg ini bikin akun baru ga masuk2 OTP nya. Editt ternyata gapunya pulsa sms 🙃,5,0,,2024-02-07 09:54:36,,,
85fc653f-1737-4617-9173-58f2fbf41342,Musa Hanip,https://play-lh.googleusercontent.com/a/ACg8ocI-2x4cDbN0R3Vsxcs3Jyms0E61iel8omiGfobwdE0z=mo,gabisa daftar verifikasi no TLP lamaa,1,0,4.7.0,2024-02-07 09:45:31,,,4.7.0
d4e0b162-6f93-4360-b263-a754b9fa08a2,Siti Nurlaela sari,https://play-lh.googleusercontent.com/a-/ALV-UjWg-vrFjpSN1FOir6eU56npDOgZWf4ggOP8iDETWwMNbK50,mantap,5,0,4.7.0,2024-02-07 09:45:30,,,4.7.0
055f81d2-d964-4b07-978a-6649921af9bc,Dodi Krismulyadi,https://play-lh.googleusercontent.com/a-/ALV-UjVJqUNna2pG3Eq036mElRZ0sC1I-K4LZvHJucCiHIfx_7U,Terima kasih sangat membantu,5,0,4.7.0,2024-02-07 09:40:45,,,4.7.0
ca7de637-a072-4c7b-bc69-ba9136af0de6,Sungkono,https://play-lh.googleusercontent.com/a/ACg8ocKW-bXwbBel9gEKKdXKhov7-WXpw9Iicyaa08gn5yHq=mo,Mau daftar pun ribet banget dan nyusahin. Udah verif email oke kode nya terkirim. Tapi pas di bagian verif no teleponnya nungguin ga kekirim kirim. Udah minta kodenya berulangkali ditungguin tetep aja. Tolong dong diperbaiki lagi!,1,0,4.7.0,2024-02-07 09:14:38,,,4.7.0
6fa85ce5-ac29-46a0-b991-c59e8682326f,Lailatul. Fitriyaah,https://play-lh.googleusercontent.com/a/ACg8ocI42pOH-2HFap-D4hWvkisNda7WYxDVj1S4Vk6_d_tT=mo,BPJS gak bisa aktif² padahal udh beli pulsa juga tolong perbaiki buat verifikasi,2,0,4.7.0,2024-02-07 09:11:33,,,4.7.0
4cfe4697-5180-498d-b01e-ff2ab2652b3d,Dek Nanad,https://play-lh.googleusercontent.com/a-/ALV-UjWla5EQFx1VIwJ7kxXfksPhSWaeBuJm9ao4IjSYP9M1NWo,Mau rujuk dari jkn mobile tapi di bilang tidak dapat terhubung ke server RS gimana ini,1,0,,2024-02-07 09:10:14,,,
bb44e599-fb3d-4866-ac22-c8fcfb3c1672,AZIZ RIYADI,https://play-lh.googleusercontent.com/a-/ALV-UjUnhyccgqZXkS85AhPJXAVWhxBw7Z9hQnb1Y6N_9fbNs28,"Ini sengaja saya kasih bintang lima biar di liat,ini aplikasi yg megang beserta jajarannya lemot banget ngasih vertifikasi.padahal kerja di pemerintahan klo saya punya jabatan udah di bubarin nih,gak beres.sampe batas waktu verifikasi gak di kirim kode nya.payah",5,0,4.7.0,2024-02-07 09:04:40,,,4.7.0
6d685e8e-3cd0-4804-b706-ab464e1c53f0,Muhammad Rizal,https://play-lh.googleusercontent.com/a-/ALV-UjXBHma8qtMknAy1y7HWM1DjZUf20mmpjftcg0NrlspUWq4,"Aplikasi tidak bisa berjalan pada emulator terus ketika dibuka, bener2 nyusahin.",1,0,4.7.0,2024-02-07 09:01:50,,,4.7.0
93cbf433-ca25-4545-b6c8-4289a56e7254,ilan krislani,https://play-lh.googleusercontent.com/a/ACg8ocIfzlU5uRg_00gTUdOvKC144k8zg0FhGuCIWH8K4QCr=mo,Tidak bisa di download apk nya...karena hp yg saya gunakan versi android 6...,1,0,,2024-02-07 09:00:49,,,
